realtime_start,realtime_end,date,value
2019-12-23,2019-12-23,2014-01-29,591779
2019-12-23,2019-12-23,2014-02-05,594404
2019-12-23,2019-12-23,2014-02-12,597294
2019-12-23,2019-12-23,2014-02-19,599784
2019-12-23,2019-12-23,2014-02-26,602274
2019-12-23,2019-12-23,2014-03-05,606062
2019-12-23,2019-12-23,2014-03-12,608506
2019-12-23,2019-12-23,2014-03-19,612055
2019-12-23,2019-12-23,2014-03-26,615148
2019-12-23,2019-12-23,2014-04-02,617389
2019-12-23,2019-12-23,2014-04-09,620510
2019-12-23,2019-12-23,2014-04-16,622677
2019-12-23,2019-12-23,2014-04-23,624781
2019-12-23,2019-12-23,2014-04-30,626487
2019-12-23,2019-12-23,2014-05-07,628585
2019-12-23,2019-12-23,2014-05-14,630485
2019-12-23,2019-12-23,2014-05-21,632035
2019-12-23,2019-12-23,2014-05-28,633122
2019-12-23,2019-12-23,2014-06-04,635680
2019-12-23,2019-12-23,2014-06-11,637742
2019-12-23,2019-12-23,2014-06-18,640697
2019-12-23,2019-12-23,2014-06-25,641782
2019-12-23,2019-12-23,2014-07-02,643905
2019-12-23,2019-12-23,2014-07-09,645037
2019-12-23,2019-12-23,2014-07-16,646836
2019-12-23,2019-12-23,2014-07-23,647968
2019-12-23,2019-12-23,2014-07-30,649470
2019-12-23,2019-12-23,2014-08-06,651736
2019-12-23,2019-12-23,2014-08-13,652865
2019-12-23,2019-12-23,2014-08-20,654810
2019-12-23,2019-12-23,2014-08-27,654845
2019-12-23,2019-12-23,2014-09-03,655893
2019-12-23,2019-12-23,2014-09-10,657930
2019-12-23,2019-12-23,2014-09-17,659414
2019-12-23,2019-12-23,2014-09-24,659695
2019-12-23,2019-12-23,2014-10-01,660676
2019-12-23,2019-12-23,2014-10-08,661873
2019-12-23,2019-12-23,2014-10-15,662772
2019-12-23,2019-12-23,2014-10-22,662928
2019-12-23,2019-12-23,2014-10-29,663827
2019-12-23,2019-12-23,2014-11-05,663829
2019-12-23,2019-12-23,2014-11-12,663844
2019-12-23,2019-12-23,2014-11-19,658478
2019-12-23,2019-12-23,2014-11-26,658495
2019-12-23,2019-12-23,2014-12-03,658481
2019-12-23,2019-12-23,2014-12-10,658433
2019-12-23,2019-12-23,2014-12-17,658385
2019-12-23,2019-12-23,2014-12-24,658330
2019-12-23,2019-12-23,2014-12-31,658289
2019-12-23,2019-12-23,2015-01-07,658187
2019-12-23,2019-12-23,2015-01-14,658084
2019-12-23,2019-12-23,2015-01-21,649728
2019-12-23,2019-12-23,2015-01-28,649635
2019-12-23,2019-12-23,2015-02-04,649534
2019-12-23,2019-12-23,2015-02-11,649427
2019-12-23,2019-12-23,2015-02-18,643567
2019-12-23,2019-12-23,2015-02-25,643460
2019-12-23,2019-12-23,2015-03-04,643368
2019-12-23,2019-12-23,2015-03-11,643289
2019-12-23,2019-12-23,2015-03-18,643209
2019-12-23,2019-12-23,2015-03-25,643130
2019-12-23,2019-12-23,2015-04-01,643072
2019-12-23,2019-12-23,2015-04-08,643148
2019-12-23,2019-12-23,2015-04-15,643223
2019-12-23,2019-12-23,2015-04-22,643299
2019-12-23,2019-12-23,2015-04-29,643374
2019-12-23,2019-12-23,2015-05-06,643472
2019-12-23,2019-12-23,2015-05-13,643572
2019-12-23,2019-12-23,2015-05-20,644035
2019-12-23,2019-12-23,2015-05-27,644136
2019-12-23,2019-12-23,2015-06-03,644209
2019-12-23,2019-12-23,2015-06-10,644244
2019-12-23,2019-12-23,2015-06-17,644280
2019-12-23,2019-12-23,2015-06-24,644316
2019-12-23,2019-12-23,2015-07-01,644359
2019-12-23,2019-12-23,2015-07-08,644446
2019-12-23,2019-12-23,2015-07-15,644533
2019-12-23,2019-12-23,2015-07-22,644620
2019-12-23,2019-12-23,2015-07-29,644707
2019-12-23,2019-12-23,2015-08-05,644775
2019-12-23,2019-12-23,2015-08-12,644835
2019-12-23,2019-12-23,2015-08-19,637933
2019-12-23,2019-12-23,2015-08-26,637993
2019-12-23,2019-12-23,2015-09-02,638036
2019-12-23,2019-12-23,2015-09-09,638037
2019-12-23,2019-12-23,2015-09-16,638038
2019-12-23,2019-12-23,2015-09-23,638040
2019-12-23,2019-12-23,2015-09-30,638041
2019-12-23,2019-12-23,2015-10-07,638017
2019-12-23,2019-12-23,2015-10-14,637992
2019-12-23,2019-12-23,2015-10-21,637968
2019-12-23,2019-12-23,2015-10-28,637943
2019-12-23,2019-12-23,2015-11-04,637917
2019-12-23,2019-12-23,2015-11-11,637889
2019-12-23,2019-12-23,2015-11-18,637943
2019-12-23,2019-12-23,2015-11-25,637912
2019-12-23,2019-12-23,2015-12-02,637894
2019-12-23,2019-12-23,2015-12-09,637886
2019-12-23,2019-12-23,2015-12-16,637878
2019-12-23,2019-12-23,2015-12-23,637871
2019-12-23,2019-12-23,2015-12-30,637863
2019-12-23,2019-12-23,2016-01-06,637831
2019-12-23,2019-12-23,2016-01-13,637795
2019-12-23,2019-12-23,2016-01-20,633489
2019-12-23,2019-12-23,2016-01-27,633455
2019-12-23,2019-12-23,2016-02-03,633410
2019-12-23,2019-12-23,2016-02-10,633351
2019-12-23,2019-12-23,2016-02-17,636276
2019-12-23,2019-12-23,2016-02-24,629824
2019-12-23,2019-12-23,2016-03-02,632131
2019-12-23,2019-12-23,2016-03-09,632159
2019-12-23,2019-12-23,2016-03-16,632186
2019-12-23,2019-12-23,2016-03-23,632214
2019-12-23,2019-12-23,2016-03-30,632241
2019-12-23,2019-12-23,2016-04-06,632257
2019-12-23,2019-12-23,2016-04-13,632271
2019-12-23,2019-12-23,2016-04-20,632370
2019-12-23,2019-12-23,2016-04-27,632384
2019-12-23,2019-12-23,2016-05-04,632431
2019-12-23,2019-12-23,2016-05-11,632503
2019-12-23,2019-12-23,2016-05-18,635967
2019-12-23,2019-12-23,2016-05-25,636039
2019-12-23,2019-12-23,2016-06-01,636112
2019-12-23,2019-12-23,2016-06-08,636194
2019-12-23,2019-12-23,2016-06-15,636276
2019-12-23,2019-12-23,2016-06-22,636358
2019-12-23,2019-12-23,2016-06-29,636440
2019-12-23,2019-12-23,2016-07-06,637247
2019-12-23,2019-12-23,2016-07-13,637317
2019-12-23,2019-12-23,2016-07-20,638167
2019-12-23,2019-12-23,2016-07-27,638237
2019-12-23,2019-12-23,2016-08-03,638301
2019-12-23,2019-12-23,2016-08-10,638357
2019-12-23,2019-12-23,2016-08-17,634983
2019-12-23,2019-12-23,2016-08-24,635040
2019-12-23,2019-12-23,2016-08-31,635097
2019-12-23,2019-12-23,2016-09-07,635068
2019-12-23,2019-12-23,2016-09-14,635039
2019-12-23,2019-12-23,2016-09-21,635011
2019-12-23,2019-12-23,2016-09-28,634982
2019-12-23,2019-12-23,2016-10-05,634984
2019-12-23,2019-12-23,2016-10-12,634999
2019-12-23,2019-12-23,2016-10-19,635014
2019-12-23,2019-12-23,2016-10-26,635028
2019-12-23,2019-12-23,2016-11-02,635358
2019-12-23,2019-12-23,2016-11-09,635400
2019-12-23,2019-12-23,2016-11-16,643762
2019-12-23,2019-12-23,2016-11-23,633038
2019-12-23,2019-12-23,2016-11-30,633074
2019-12-23,2019-12-23,2016-12-07,633096
2019-12-23,2019-12-23,2016-12-14,633117
2019-12-23,2019-12-23,2016-12-21,633138
2019-12-23,2019-12-23,2016-12-28,633160
2019-12-23,2019-12-23,2017-01-04,633154
2019-12-23,2019-12-23,2017-01-11,633127
2019-12-23,2019-12-23,2017-01-18,630113
2019-12-23,2019-12-23,2017-01-25,630088
2019-12-23,2019-12-23,2017-02-01,630067
2019-12-23,2019-12-23,2017-02-08,630073
2019-12-23,2019-12-23,2017-02-15,634466
2019-12-23,2019-12-23,2017-02-22,625791
2019-12-23,2019-12-23,2017-03-01,626781
2019-12-23,2019-12-23,2017-03-08,626878
2019-12-23,2019-12-23,2017-03-15,626975
2019-12-23,2019-12-23,2017-03-22,627071
2019-12-23,2019-12-23,2017-03-29,627368
2019-12-23,2019-12-23,2017-04-05,627435
2019-12-23,2019-12-23,2017-04-12,627489
2019-12-23,2019-12-23,2017-04-19,627642
2019-12-23,2019-12-23,2017-04-26,627696
2019-12-23,2019-12-23,2017-05-03,627733
2019-12-23,2019-12-23,2017-05-10,627747
2019-12-23,2019-12-23,2017-05-17,632716
2019-12-23,2019-12-23,2017-05-24,632730
2019-12-23,2019-12-23,2017-05-31,632743
2019-12-23,2019-12-23,2017-06-07,632794
2019-12-23,2019-12-23,2017-06-14,632846
2019-12-23,2019-12-23,2017-06-21,632897
2019-12-23,2019-12-23,2017-06-28,632949
2019-12-23,2019-12-23,2017-07-05,633589
2019-12-23,2019-12-23,2017-07-12,633604
2019-12-23,2019-12-23,2017-07-19,633892
2019-12-23,2019-12-23,2017-07-26,633907
2019-12-23,2019-12-23,2017-08-02,633921
2019-12-23,2019-12-23,2017-08-09,633937
2019-12-23,2019-12-23,2017-08-16,645386
2019-12-23,2019-12-23,2017-08-23,633197
2019-12-23,2019-12-23,2017-08-30,633213
2019-12-23,2019-12-23,2017-09-06,633205
2019-12-23,2019-12-23,2017-09-13,633193
2019-12-23,2019-12-23,2017-09-20,633180
2019-12-23,2019-12-23,2017-09-27,633168
2019-12-23,2019-12-23,2017-10-04,633192
2019-12-23,2019-12-23,2017-10-11,633243
2019-12-23,2019-12-23,2017-10-18,633294
2019-12-23,2019-12-23,2017-10-25,633345
2019-12-23,2019-12-23,2017-11-01,633529
2019-12-23,2019-12-23,2017-11-08,633622
2019-12-23,2019-12-23,2017-11-15,638336
2019-12-23,2019-12-23,2017-11-22,623038
2019-12-23,2019-12-23,2017-11-29,623118
2019-12-23,2019-12-23,2017-12-06,623122
2019-12-23,2019-12-23,2017-12-13,622912
2019-12-23,2019-12-23,2017-12-20,622901
2019-12-23,2019-12-23,2017-12-27,622890
2019-12-23,2019-12-23,2018-01-03,622884
2019-12-23,2019-12-23,2018-01-10,622884
2019-12-23,2019-12-23,2018-01-17,621273
2019-12-23,2019-12-23,2018-01-24,621273
2019-12-23,2019-12-23,2018-01-31,621274
2019-12-23,2019-12-23,2018-02-07,621263
2019-12-23,2019-12-23,2018-02-14,621252
2019-12-23,2019-12-23,2018-02-21,624265
2019-12-23,2019-12-23,2018-02-28,626067
2019-12-23,2019-12-23,2018-03-07,626160
2019-12-23,2019-12-23,2018-03-14,626253
2019-12-23,2019-12-23,2018-03-21,626346
2019-12-23,2019-12-23,2018-03-28,626439
2019-12-23,2019-12-23,2018-04-04,626525
2019-12-23,2019-12-23,2018-04-11,626605
2019-12-23,2019-12-23,2018-04-18,614872
2019-12-23,2019-12-23,2018-04-25,614941
2019-12-23,2019-12-23,2018-05-02,614998
2019-12-23,2019-12-23,2018-05-09,615031
2019-12-23,2019-12-23,2018-05-16,625189
2019-12-23,2019-12-23,2018-05-23,619195
2019-12-23,2019-12-23,2018-05-30,619228
2019-12-23,2019-12-23,2018-06-06,619284
2019-12-23,2019-12-23,2018-06-13,619344
2019-12-23,2019-12-23,2018-06-20,619404
2019-12-23,2019-12-23,2018-06-27,619464.0
2019-12-23,2019-12-23,2018-07-04,619525.0
2019-12-23,2019-12-23,2018-07-11,619586.0
2019-12-23,2019-12-23,2018-07-18,619701.0
2019-12-23,2019-12-23,2018-07-25,619762.0
2019-12-23,2019-12-23,2018-08-01,619818.0
2019-12-23,2019-12-23,2018-08-08,619841.0
2019-12-23,2019-12-23,2018-08-15,625780.0
2019-12-23,2019-12-23,2018-08-22,617099.0
2019-12-23,2019-12-23,2018-08-29,617123.0
2019-12-23,2019-12-23,2018-09-05,617130.0
2019-12-23,2019-12-23,2018-09-12,617131.0
2019-12-23,2019-12-23,2018-09-19,617132.0
2019-12-23,2019-12-23,2018-09-26,617133.0
2019-12-23,2019-12-23,2018-10-03,617137.0
2019-12-23,2019-12-23,2018-10-10,617146.0
2019-12-23,2019-12-23,2018-10-17,617154.0
2019-12-23,2019-12-23,2018-10-24,617162.0
2019-12-23,2019-12-23,2018-10-31,617170.0
2019-12-23,2019-12-23,2018-11-07,617188.0
2019-12-23,2019-12-23,2018-11-14,617206.0
2019-12-23,2019-12-23,2018-11-21,618512.0
2019-12-23,2019-12-23,2018-11-28,618528.0
2019-12-23,2019-12-23,2018-12-05,618551.0
2019-12-23,2019-12-23,2018-12-12,618578.0
2019-12-23,2019-12-23,2018-12-19,618604.0
2019-12-23,2019-12-23,2018-12-26,618630.0
2019-12-23,2019-12-23,2019-01-02,618634.0
2019-12-23,2019-12-23,2019-01-09,618585.0
2019-12-23,2019-12-23,2019-01-16,618535.0
2019-12-23,2019-12-23,2019-01-23,618090.0
2019-12-23,2019-12-23,2019-01-30,618041.0
2019-12-23,2019-12-23,2019-02-06,617990.0
2019-12-23,2019-12-23,2019-02-13,617938.0
2019-12-23,2019-12-23,2019-02-20,617197.0
2019-12-23,2019-12-23,2019-02-27,617145.0
2019-12-23,2019-12-23,2019-03-06,617546.0
2019-12-23,2019-12-23,2019-03-13,617574.0
2019-12-23,2019-12-23,2019-03-20,617602.0
2019-12-23,2019-12-23,2019-03-27,617630.0
2019-12-23,2019-12-23,2019-04-03,617673.0
2019-12-23,2019-12-23,2019-04-10,617738.0
2019-12-23,2019-12-23,2019-04-17,617804.0
2019-12-23,2019-12-23,2019-04-24,605171.0
2019-12-23,2019-12-23,2019-05-01,605225.0
2019-12-23,2019-12-23,2019-05-08,605292.0
2019-12-23,2019-12-23,2019-05-15,621030.0
2019-12-23,2019-12-23,2019-05-22,611899.0
2019-12-23,2019-12-23,2019-05-29,611966.0
2019-12-23,2019-12-23,2019-06-05,612032.0
2019-12-23,2019-12-23,2019-06-12,612098.0
2019-12-23,2019-12-23,2019-06-19,612163.0
2019-12-23,2019-12-23,2019-06-26,612229.0
2019-12-23,2019-12-23,2019-07-03,612281.0
2019-12-23,2019-12-23,2019-07-10,612303.0
2019-12-23,2019-12-23,2019-07-17,612465.0
2019-12-23,2019-12-23,2019-07-24,612491.0
2019-12-23,2019-12-23,2019-07-31,612516.0
2019-12-23,2019-12-23,2019-08-07,612519.0
2019-12-23,2019-12-23,2019-08-14,612521.0
2019-12-23,2019-12-23,2019-08-21,618670.0
2019-12-23,2019-12-23,2019-08-28,618672.0
2019-12-23,2019-12-23,2019-09-04,618685.0
2019-12-23,2019-12-23,2019-09-11,621254.0
2019-12-23,2019-12-23,2019-09-18,621275.0
2019-12-23,2019-12-23,2019-09-25,621296.0
2019-12-23,2019-12-23,2019-10-02,621326.0
2019-12-23,2019-12-23,2019-10-09,625217.0
2019-12-23,2019-12-23,2019-10-16,625217.0
2019-12-23,2019-12-23,2019-10-23,625216.0
2019-12-23,2019-12-23,2019-10-30,625215.0
2019-12-23,2019-12-23,2019-11-06,625292.0
2019-12-23,2019-12-23,2019-11-13,627503.0
2019-12-23,2019-12-23,2019-11-20,636510.0
2019-12-23,2019-12-23,2019-11-27,636521.0
2019-12-23,2019-12-23,2019-12-04,636566.0
2019-12-23,2019-12-23,2019-12-11,640463.0
2019-12-23,2019-12-23,2019-12-18,640493.0
