realtime_start,realtime_end,date,value
2019-12-23,2019-12-23,2014-02-05,778072
2019-12-23,2019-12-23,2014-02-12,778071
2019-12-23,2019-12-23,2014-02-19,819714
2019-12-23,2019-12-23,2014-02-26,819714
2019-12-23,2019-12-23,2014-03-05,828156
2019-12-23,2019-12-23,2014-03-12,828168
2019-12-23,2019-12-23,2014-03-19,831917
2019-12-23,2019-12-23,2014-03-26,831930
2019-12-23,2019-12-23,2014-04-02,849904
2019-12-23,2019-12-23,2014-04-09,849917
2019-12-23,2019-12-23,2014-04-16,853151
2019-12-23,2019-12-23,2014-04-23,856629
2019-12-23,2019-12-23,2014-04-30,876120
2019-12-23,2019-12-23,2014-05-07,876141
2019-12-23,2019-12-23,2014-05-14,910075
2019-12-23,2019-12-23,2014-05-21,908649
2019-12-23,2019-12-23,2014-05-28,908671
2019-12-23,2019-12-23,2014-06-04,926143
2019-12-23,2019-12-23,2014-06-11,929168
2019-12-23,2019-12-23,2014-06-18,931877
2019-12-23,2019-12-23,2014-06-25,931888
2019-12-23,2019-12-23,2014-07-02,949850
2019-12-23,2019-12-23,2014-07-09,949862
2019-12-23,2019-12-23,2014-07-16,950471
2019-12-23,2019-12-23,2014-07-23,952605
2019-12-23,2019-12-23,2014-07-30,968273
2019-12-23,2019-12-23,2014-08-06,968305
2019-12-23,2019-12-23,2014-08-13,969924
2019-12-23,2019-12-23,2014-08-20,1022076
2019-12-23,2019-12-23,2014-08-27,1022082
2019-12-23,2019-12-23,2014-09-03,1035547
2019-12-23,2019-12-23,2014-09-10,1037162
2019-12-23,2019-12-23,2014-09-17,1037160
2019-12-23,2019-12-23,2014-09-24,1038753
2019-12-23,2019-12-23,2014-10-01,1047868
2019-12-23,2019-12-23,2014-10-08,1047862
2019-12-23,2019-12-23,2014-10-15,1047856
2019-12-23,2019-12-23,2014-10-22,1050012
2019-12-23,2019-12-23,2014-10-29,1050006
2019-12-23,2019-12-23,2014-11-05,1064662
2019-12-23,2019-12-23,2014-11-12,1064665
2019-12-23,2019-12-23,2014-11-19,1098897
2019-12-23,2019-12-23,2014-11-26,1098900
2019-12-23,2019-12-23,2014-12-03,1105881
2019-12-23,2019-12-23,2014-12-10,1105872
2019-12-23,2019-12-23,2014-12-17,1105863
2019-12-23,2019-12-23,2014-12-24,1105853
2019-12-23,2019-12-23,2014-12-31,1112927
2019-12-23,2019-12-23,2015-01-07,1112908
2019-12-23,2019-12-23,2015-01-14,1113962
2019-12-23,2019-12-23,2015-01-21,1113942
2019-12-23,2019-12-23,2015-01-28,1113921
2019-12-23,2019-12-23,2015-02-04,1118003
2019-12-23,2019-12-23,2015-02-11,1117979
2019-12-23,2019-12-23,2015-02-18,1147466
2019-12-23,2019-12-23,2015-02-25,1147442
2019-12-23,2019-12-23,2015-03-04,1125222
2019-12-23,2019-12-23,2015-03-11,1125205
2019-12-23,2019-12-23,2015-03-18,1125187
2019-12-23,2019-12-23,2015-03-25,1125170
2019-12-23,2019-12-23,2015-04-01,1112868
2019-12-23,2019-12-23,2015-04-08,1112884
2019-12-23,2019-12-23,2015-04-15,1112901
2019-12-23,2019-12-23,2015-04-22,1112528
2019-12-23,2019-12-23,2015-04-29,1112544
2019-12-23,2019-12-23,2015-05-06,1090704
2019-12-23,2019-12-23,2015-05-13,1090726
2019-12-23,2019-12-23,2015-05-20,1119196
2019-12-23,2019-12-23,2015-05-27,1119218
2019-12-23,2019-12-23,2015-06-03,1098741
2019-12-23,2019-12-23,2015-06-10,1098748
2019-12-23,2019-12-23,2015-06-17,1098756
2019-12-23,2019-12-23,2015-06-24,1098764
2019-12-23,2019-12-23,2015-07-01,1098074
2019-12-23,2019-12-23,2015-07-08,1098093
2019-12-23,2019-12-23,2015-07-15,1102998
2019-12-23,2019-12-23,2015-07-22,1099409
2019-12-23,2019-12-23,2015-07-29,1099429
2019-12-23,2019-12-23,2015-08-05,1098278
2019-12-23,2019-12-23,2015-08-12,1098292
2019-12-23,2019-12-23,2015-08-19,1137997
2019-12-23,2019-12-23,2015-08-26,1138011
2019-12-23,2019-12-23,2015-09-02,1133905
2019-12-23,2019-12-23,2015-09-09,1133906
2019-12-23,2019-12-23,2015-09-16,1133906
2019-12-23,2019-12-23,2015-09-23,1133906
2019-12-23,2019-12-23,2015-09-30,1142559
2019-12-23,2019-12-23,2015-10-07,1135726
2019-12-23,2019-12-23,2015-10-14,1135721
2019-12-23,2019-12-23,2015-10-21,1135715
2019-12-23,2019-12-23,2015-10-28,1135709
2019-12-23,2019-12-23,2015-11-04,1130239
2019-12-23,2019-12-23,2015-11-11,1130233
2019-12-23,2019-12-23,2015-11-18,1129310
2019-12-23,2019-12-23,2015-11-25,1129302
2019-12-23,2019-12-23,2015-12-02,1124299
2019-12-23,2019-12-23,2015-12-09,1124297
2019-12-23,2019-12-23,2015-12-16,1124295
2019-12-23,2019-12-23,2015-12-23,1124293
2019-12-23,2019-12-23,2015-12-30,1124291
2019-12-23,2019-12-23,2016-01-06,1118342
2019-12-23,2019-12-23,2016-01-13,1118334
2019-12-23,2019-12-23,2016-01-20,1120360
2019-12-23,2019-12-23,2016-01-27,1120351
2019-12-23,2019-12-23,2016-02-03,1118233
2019-12-23,2019-12-23,2016-02-10,1118217
2019-12-23,2019-12-23,2016-02-17,1141973
2019-12-23,2019-12-23,2016-02-24,1141956
2019-12-23,2019-12-23,2016-03-02,1152276
2019-12-23,2019-12-23,2016-03-09,1152283
2019-12-23,2019-12-23,2016-03-16,1152291
2019-12-23,2019-12-23,2016-03-23,1152298
2019-12-23,2019-12-23,2016-03-30,1155990
2019-12-23,2019-12-23,2016-04-06,1156730
2019-12-23,2019-12-23,2016-04-13,1156734
2019-12-23,2019-12-23,2016-04-20,1156458
2019-12-23,2019-12-23,2016-04-27,1156462
2019-12-23,2019-12-23,2016-05-04,1164675
2019-12-23,2019-12-23,2016-05-11,1164693
2019-12-23,2019-12-23,2016-05-18,1193128
2019-12-23,2019-12-23,2016-05-25,1192946
2019-12-23,2019-12-23,2016-06-01,1197951
2019-12-23,2019-12-23,2016-06-08,1197972
2019-12-23,2019-12-23,2016-06-15,1197994
2019-12-23,2019-12-23,2016-06-22,1198015
2019-12-23,2019-12-23,2016-06-29,1199997
2019-12-23,2019-12-23,2016-07-06,1195883
2019-12-23,2019-12-23,2016-07-13,1195901
2019-12-23,2019-12-23,2016-07-20,1197133
2019-12-23,2019-12-23,2016-07-27,1197151
2019-12-23,2019-12-23,2016-08-03,1190620
2019-12-23,2019-12-23,2016-08-10,1190634
2019-12-23,2019-12-23,2016-08-17,1207329
2019-12-23,2019-12-23,2016-08-24,1207343
2019-12-23,2019-12-23,2016-08-31,1209239
2019-12-23,2019-12-23,2016-09-07,1209231
2019-12-23,2019-12-23,2016-09-14,1209223
2019-12-23,2019-12-23,2016-09-21,1209216
2019-12-23,2019-12-23,2016-09-28,1209208
2019-12-23,2019-12-23,2016-10-05,1202712
2019-12-23,2019-12-23,2016-10-12,1202716
2019-12-23,2019-12-23,2016-10-19,1202720
2019-12-23,2019-12-23,2016-10-26,1202724
2019-12-23,2019-12-23,2016-11-02,1198562
2019-12-23,2019-12-23,2016-11-09,1198574
2019-12-23,2019-12-23,2016-11-16,1243286
2019-12-23,2019-12-23,2016-11-23,1243299
2019-12-23,2019-12-23,2016-11-30,1241826
2019-12-23,2019-12-23,2016-12-07,1241832
2019-12-23,2019-12-23,2016-12-14,1241837
2019-12-23,2019-12-23,2016-12-21,1241843
2019-12-23,2019-12-23,2016-12-28,1241849
2019-12-23,2019-12-23,2017-01-04,1232322
2019-12-23,2019-12-23,2017-01-11,1232315
2019-12-23,2019-12-23,2017-01-18,1233270
2019-12-23,2019-12-23,2017-01-25,1233263
2019-12-23,2019-12-23,2017-02-01,1210166
2019-12-23,2019-12-23,2017-02-08,1210167
2019-12-23,2019-12-23,2017-02-15,1240508
2019-12-23,2019-12-23,2017-02-22,1240509
2019-12-23,2019-12-23,2017-03-01,1216789
2019-12-23,2019-12-23,2017-03-08,1216815
2019-12-23,2019-12-23,2017-03-15,1216841
2019-12-23,2019-12-23,2017-03-22,1216867
2019-12-23,2019-12-23,2017-03-29,1216893
2019-12-23,2019-12-23,2017-04-05,1194547
2019-12-23,2019-12-23,2017-04-12,1194562
2019-12-23,2019-12-23,2017-04-19,1194549
2019-12-23,2019-12-23,2017-04-26,1194564
2019-12-23,2019-12-23,2017-05-03,1170570
2019-12-23,2019-12-23,2017-05-10,1170574
2019-12-23,2019-12-23,2017-05-17,1195573
2019-12-23,2019-12-23,2017-05-24,1195577
2019-12-23,2019-12-23,2017-05-31,1174320
2019-12-23,2019-12-23,2017-06-07,1174333
2019-12-23,2019-12-23,2017-06-14,1174347
2019-12-23,2019-12-23,2017-06-21,1174361
2019-12-23,2019-12-23,2017-06-28,1174374
2019-12-23,2019-12-23,2017-07-05,1152801
2019-12-23,2019-12-23,2017-07-12,1152805
2019-12-23,2019-12-23,2017-07-19,1152629
2019-12-23,2019-12-23,2017-07-26,1152633
2019-12-23,2019-12-23,2017-08-02,1129960
2019-12-23,2019-12-23,2017-08-09,1129964
2019-12-23,2019-12-23,2017-08-16,1163475
2019-12-23,2019-12-23,2017-08-23,1163479
2019-12-23,2019-12-23,2017-08-30,1163518
2019-12-23,2019-12-23,2017-09-06,1144907
2019-12-23,2019-12-23,2017-09-13,1144904
2019-12-23,2019-12-23,2017-09-20,1144900
2019-12-23,2019-12-23,2017-09-27,1144897
2019-12-23,2019-12-23,2017-10-04,1133395
2019-12-23,2019-12-23,2017-10-11,1133408
2019-12-23,2019-12-23,2017-10-18,1133422
2019-12-23,2019-12-23,2017-10-25,1133435
2019-12-23,2019-12-23,2017-11-01,1111513
2019-12-23,2019-12-23,2017-11-08,1111537
2019-12-23,2019-12-23,2017-11-15,1117050
2019-12-23,2019-12-23,2017-11-22,1117078
2019-12-23,2019-12-23,2017-11-29,1117114
2019-12-23,2019-12-23,2017-12-06,1095454
2019-12-23,2019-12-23,2017-12-13,1095451
2019-12-23,2019-12-23,2017-12-20,1095449
2019-12-23,2019-12-23,2017-12-27,1095446
2019-12-23,2019-12-23,2018-01-03,1085113
2019-12-23,2019-12-23,2018-01-10,1085113
2019-12-23,2019-12-23,2018-01-17,1083901
2019-12-23,2019-12-23,2018-01-24,1083901
2019-12-23,2019-12-23,2018-01-31,1081309
2019-12-23,2019-12-23,2018-02-07,1081307
2019-12-23,2019-12-23,2018-02-14,1107777
2019-12-23,2019-12-23,2018-02-21,1069165
2019-12-23,2019-12-23,2018-02-28,1081426
2019-12-23,2019-12-23,2018-03-07,1081448
2019-12-23,2019-12-23,2018-03-14,1081470
2019-12-23,2019-12-23,2018-03-21,1081492
2019-12-23,2019-12-23,2018-03-28,1081513
2019-12-23,2019-12-23,2018-04-04,1080010
2019-12-23,2019-12-23,2018-04-11,1080029
2019-12-23,2019-12-23,2018-04-18,1079919
2019-12-23,2019-12-23,2018-04-25,1079938
2019-12-23,2019-12-23,2018-05-02,1068418
2019-12-23,2019-12-23,2018-05-09,1068428
2019-12-23,2019-12-23,2018-05-16,1052008
2019-12-23,2019-12-23,2018-05-23,1052018
2019-12-23,2019-12-23,2018-05-30,1059169
2019-12-23,2019-12-23,2018-06-06,1051115
2019-12-23,2019-12-23,2018-06-13,1051134
2019-12-23,2019-12-23,2018-06-20,1051152
2019-12-23,2019-12-23,2018-06-27,1051171.0
2019-12-23,2019-12-23,2018-07-04,1042539.0
2019-12-23,2019-12-23,2018-07-11,1042558.0
2019-12-23,2019-12-23,2018-07-18,1040534.0
2019-12-23,2019-12-23,2018-07-25,1040552.0
2019-12-23,2019-12-23,2018-08-01,1028048.0
2019-12-23,2019-12-23,2018-08-08,1028055.0
2019-12-23,2019-12-23,2018-08-15,1016026.0
2019-12-23,2019-12-23,2018-08-22,1016033.0
2019-12-23,2019-12-23,2018-08-29,1016040.0
2019-12-23,2019-12-23,2018-09-05,1010628.0
2019-12-23,2019-12-23,2018-09-12,1010629.0
2019-12-23,2019-12-23,2018-09-19,1010629.0
2019-12-23,2019-12-23,2018-09-26,1010629.0
2019-12-23,2019-12-23,2018-10-03,999352.0
2019-12-23,2019-12-23,2018-10-10,999355.0
2019-12-23,2019-12-23,2018-10-17,999357.0
2019-12-23,2019-12-23,2018-10-24,999360.0
2019-12-23,2019-12-23,2018-10-31,985372.0
2019-12-23,2019-12-23,2018-11-07,985378.0
2019-12-23,2019-12-23,2018-11-14,993899.0
2019-12-23,2019-12-23,2018-11-21,961676.0
2019-12-23,2019-12-23,2018-11-28,961680.0
2019-12-23,2019-12-23,2018-12-05,964792.0
2019-12-23,2019-12-23,2018-12-12,964800.0
2019-12-23,2019-12-23,2018-12-19,964808.0
2019-12-23,2019-12-23,2018-12-26,964817.0
2019-12-23,2019-12-23,2019-01-02,958061.0
2019-12-23,2019-12-23,2019-01-09,958045.0
2019-12-23,2019-12-23,2019-01-16,955556.0
2019-12-23,2019-12-23,2019-01-23,955541.0
2019-12-23,2019-12-23,2019-01-30,957302.0
2019-12-23,2019-12-23,2019-02-06,942603.0
2019-12-23,2019-12-23,2019-02-13,942588.0
2019-12-23,2019-12-23,2019-02-20,930757.0
2019-12-23,2019-12-23,2019-02-27,930742.0
2019-12-23,2019-12-23,2019-03-06,922063.0
2019-12-23,2019-12-23,2019-03-13,922071.0
2019-12-23,2019-12-23,2019-03-20,922080.0
2019-12-23,2019-12-23,2019-03-27,922088.0
2019-12-23,2019-12-23,2019-04-03,908908.0
2019-12-23,2019-12-23,2019-04-10,908927.0
2019-12-23,2019-12-23,2019-04-17,908683.0
2019-12-23,2019-12-23,2019-04-24,908702.0
2019-12-23,2019-12-23,2019-05-01,902502.0
2019-12-23,2019-12-23,2019-05-08,902527.0
2019-12-23,2019-12-23,2019-05-15,917215.0
2019-12-23,2019-12-23,2019-05-22,867384.0
2019-12-23,2019-12-23,2019-05-29,867409.0
2019-12-23,2019-12-23,2019-06-05,870714.0
2019-12-23,2019-12-23,2019-06-12,870738.0
2019-12-23,2019-12-23,2019-06-19,870762.0
2019-12-23,2019-12-23,2019-06-26,870787.0
2019-12-23,2019-12-23,2019-07-03,861740.0
2019-12-23,2019-12-23,2019-07-10,861748.0
2019-12-23,2019-12-23,2019-07-17,856268.0
2019-12-23,2019-12-23,2019-07-24,856275.0
2019-12-23,2019-12-23,2019-07-31,863166.0
2019-12-23,2019-12-23,2019-08-07,853063.0
2019-12-23,2019-12-23,2019-08-14,853064.0
2019-12-23,2019-12-23,2019-08-21,826882.0
2019-12-23,2019-12-23,2019-08-28,830985.0
2019-12-23,2019-12-23,2019-09-04,836987.0
2019-12-23,2019-12-23,2019-09-11,837872.0
2019-12-23,2019-12-23,2019-09-18,837878.0
2019-12-23,2019-12-23,2019-09-25,839685.0
2019-12-23,2019-12-23,2019-10-02,848695.0
2019-12-23,2019-12-23,2019-10-09,849095.0
2019-12-23,2019-12-23,2019-10-16,849095.0
2019-12-23,2019-12-23,2019-10-23,852320.0
2019-12-23,2019-12-23,2019-10-30,856122.0
2019-12-23,2019-12-23,2019-11-06,866728.0
2019-12-23,2019-12-23,2019-11-13,867266.0
2019-12-23,2019-12-23,2019-11-20,876899.0
2019-12-23,2019-12-23,2019-11-27,882505.0
2019-12-23,2019-12-23,2019-12-04,881241.0
2019-12-23,2019-12-23,2019-12-11,881601.0
2019-12-23,2019-12-23,2019-12-18,882652.0
